Week_Ending_Date;Week number;month;year;Season;Sum attendance emergency;Diferencia atttendance;Attendance de la semana anterior en emergencias;Attendance de la semana anterior;Semana con fecha de fin de mes;Semana con holidays;NHS_Board_Code;NHS_Board_Name;Location_Code;Location_Name;Attendance;Number_Over_4_Hours;Percentage_Within_4_Hours;Number_Over_8_Hours;Percentage_Within_8_Hours;Number_Over_12_Hours;Percentage_Within_12_Hours;Data_Source;Fundacion;Beds;Number location;Location_Name
42708;50;12;2016;0;33;870;45;883;1;1;T;NHS Tayside;T101H;Ninewells Hospital;903;33;96;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42715;51;12;2016;0;40;893;33;870;0;0;T;NHS Tayside;T101H;Ninewells Hospital;933;39;96;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42722;52;12;2016;0;38;892;40;893;0;0;T;NHS Tayside;T101H;Ninewells Hospital;930;36;96;2;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42729;53;12;2016;0;9;765;38;892;0;0;T;NHS Tayside;T101H;Ninewells Hospital;774;9;99;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42736;1;1;2017;0;26;853;9;765;1;1;T;NHS Tayside;T101H;Ninewells Hospital;879;26;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42743;2;1;2017;0;38;775;26;853;0;1;T;NHS Tayside;T101H;Ninewells Hospital;813;38;95;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42750;3;1;2017;0;17;814;38;775;0;0;T;NHS Tayside;T101H;Ninewells Hospital;831;17;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42757;4;1;2017;0;7;766;17;814;0;0;T;NHS Tayside;T101H;Ninewells Hospital;773;7;99;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42764;5;1;2017;0;12;859;7;766;0;0;T;NHS Tayside;T101H;Ninewells Hospital;871;12;99;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42771;6;2;2017;0;12;880;12;859;1;0;T;NHS Tayside;T101H;Ninewells Hospital;892;12;99;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42778;7;2;2017;0;1;806;12;880;0;0;T;NHS Tayside;T101H;Ninewells Hospital;807;1;100;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42785;8;2;2017;0;13;925;1;806;0;0;T;NHS Tayside;T101H;Ninewells Hospital;938;13;99;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42792;9;2;2017;0;36;845;13;925;0;0;T;NHS Tayside;T101H;Ninewells Hospital;881;33;96;3;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42799;10;3;2017;0;17;906;36;845;1;0;T;NHS Tayside;T101H;Ninewells Hospital;923;17;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42806;11;3;2017;0;14;913;17;906;0;0;T;NHS Tayside;T101H;Ninewells Hospital;927;14;99;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42813;12;3;2017;0;17;937;14;913;0;0;T;NHS Tayside;T101H;Ninewells Hospital;954;17;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42820;13;3;2017;0;6;880;17;937;0;0;T;NHS Tayside;T101H;Ninewells Hospital;886;5;99;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42827;14;4;2017;0;9;869;6;880;1;0;T;NHS Tayside;T101H;Ninewells Hospital;878;9;99;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42834;15;4;2017;0;26;938;9;869;0;0;T;NHS Tayside;T101H;Ninewells Hospital;964;26;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42841;16;4;2017;0;17;924;26;938;0;1;T;NHS Tayside;T101H;Ninewells Hospital;941;17;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42848;17;4;2017;0;11;945;17;924;0;0;T;NHS Tayside;T101H;Ninewells Hospital;956;11;99;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42855;18;4;2017;0;18;956;11;945;1;0;T;NHS Tayside;T101H;Ninewells Hospital;974;18;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42862;19;5;2017;1;51;1008;18;956;0;1;T;NHS Tayside;T101H;Ninewells Hospital;1059;51;95;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42869;20;5;2017;1;27;936;51;1008;0;0;T;NHS Tayside;T101H;Ninewells Hospital;963;27;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42876;21;5;2017;1;16;899;27;936;0;0;T;NHS Tayside;T101H;Ninewells Hospital;915;16;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42883;22;5;2017;1;36;990;16;899;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1026;36;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42890;23;6;2017;1;13;983;36;990;1;1;T;NHS Tayside;T101H;Ninewells Hospital;996;13;99;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42897;24;6;2017;1;11;900;13;983;0;0;T;NHS Tayside;T101H;Ninewells Hospital;911;11;99;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42904;25;6;2017;1;17;1004;11;900;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1021;17;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42911;26;6;2017;1;7;996;17;1004;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1003;7;99;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42918;27;7;2017;2;8;893;7;996;1;0;T;NHS Tayside;T101H;Ninewells Hospital;901;8;99;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42925;28;7;2017;2;15;858;8;893;0;0;T;NHS Tayside;T101H;Ninewells Hospital;873;15;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42932;29;7;2017;2;18;891;15;858;0;0;T;NHS Tayside;T101H;Ninewells Hospital;909;18;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42939;30;7;2017;2;32;856;18;891;0;0;T;NHS Tayside;T101H;Ninewells Hospital;888;31;97;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42946;31;7;2017;2;22;938;32;856;0;0;T;NHS Tayside;T101H;Ninewells Hospital;960;22;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42953;32;8;2017;2;37;955;22;938;1;0;T;NHS Tayside;T101H;Ninewells Hospital;992;36;96;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42960;33;8;2017;2;13;944;37;955;0;1;T;NHS Tayside;T101H;Ninewells Hospital;957;13;99;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42967;34;8;2017;2;44;902;13;944;0;0;T;NHS Tayside;T101H;Ninewells Hospital;946;44;95;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42974;35;8;2017;2;28;1003;44;902;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1031;28;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42981;36;9;2017;3;23;1050;28;1003;1;0;T;NHS Tayside;T101H;Ninewells Hospital;1073;23;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42988;37;9;2017;3;54;913;23;1050;0;0;T;NHS Tayside;T101H;Ninewells Hospital;967;54;94;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
42995;38;9;2017;3;26;976;54;913;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1002;26;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43002;39;9;2017;3;37;915;26;976;0;0;T;NHS Tayside;T101H;Ninewells Hospital;952;37;96;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43009;40;10;2017;3;43;970;37;915;1;0;T;NHS Tayside;T101H;Ninewells Hospital;1013;43;96;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43016;41;10;2017;3;23;949;43;970;0;0;T;NHS Tayside;T101H;Ninewells Hospital;972;22;98;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43023;42;10;2017;3;17;884;23;949;0;0;T;NHS Tayside;T101H;Ninewells Hospital;901;17;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43030;43;10;2017;3;27;878;17;884;0;0;T;NHS Tayside;T101H;Ninewells Hospital;905;27;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43037;44;10;2017;3;26;934;27;878;0;0;T;NHS Tayside;T101H;Ninewells Hospital;960;25;97;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43044;45;11;2017;0;41;969;26;934;1;0;T;NHS Tayside;T101H;Ninewells Hospital;1010;40;96;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43051;46;11;2017;0;17;918;41;969;0;0;T;NHS Tayside;T101H;Ninewells Hospital;935;17;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43058;47;11;2017;0;12;921;17;918;0;0;T;NHS Tayside;T101H;Ninewells Hospital;933;12;99;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43065;48;11;2017;0;30;867;12;921;0;0;T;NHS Tayside;T101H;Ninewells Hospital;897;29;97;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43072;49;12;2017;0;27;946;30;867;1;1;T;NHS Tayside;T101H;Ninewells Hospital;973;27;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43079;50;12;2017;0;50;847;27;946;0;0;T;NHS Tayside;T101H;Ninewells Hospital;897;50;94;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43086;51;12;2017;0;129;1040;50;847;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1169;129;89;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43093;52;12;2017;0;38;896;129;1040;0;0;T;NHS Tayside;T101H;Ninewells Hospital;934;37;96;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43100;53;12;2017;0;140;778;38;896;1;1;T;NHS Tayside;T101H;Ninewells Hospital;918;125;86;14;99;1;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43107;2;1;2018;0;134;814;140;778;0;1;T;NHS Tayside;T101H;Ninewells Hospital;948;119;87;14;99;1;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43114;3;1;2018;0;30;806;134;814;0;0;T;NHS Tayside;T101H;Ninewells Hospital;836;26;97;3;100;1;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43121;4;1;2018;0;24;806;30;806;0;0;T;NHS Tayside;T101H;Ninewells Hospital;830;24;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43128;5;1;2018;0;21;859;24;806;0;0;T;NHS Tayside;T101H;Ninewells Hospital;880;20;98;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43135;6;2;2018;0;37;893;21;859;1;0;T;NHS Tayside;T101H;Ninewells Hospital;930;37;96;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43142;7;2;2018;0;54;842;37;893;0;0;T;NHS Tayside;T101H;Ninewells Hospital;896;53;94;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43149;8;2;2018;0;20;876;54;842;0;0;T;NHS Tayside;T101H;Ninewells Hospital;896;20;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43156;9;2;2018;0;31;888;20;876;0;0;T;NHS Tayside;T101H;Ninewells Hospital;919;30;97;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43163;10;3;2018;0;35;808;31;888;1;0;T;NHS Tayside;T101H;Ninewells Hospital;843;35;96;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43170;11;3;2018;0;46;912;35;808;0;0;T;NHS Tayside;T101H;Ninewells Hospital;958;46;95;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43177;12;3;2018;0;27;845;46;912;0;0;T;NHS Tayside;T101H;Ninewells Hospital;872;22;98;4;100;1;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43184;13;3;2018;0;29;908;27;845;0;0;T;NHS Tayside;T101H;Ninewells Hospital;937;29;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43191;14;4;2018;0;17;943;29;908;1;1;T;NHS Tayside;T101H;Ninewells Hospital;960;17;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43198;15;4;2018;0;27;889;17;943;0;0;T;NHS Tayside;T101H;Ninewells Hospital;916;27;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43205;16;4;2018;0;12;943;27;889;0;0;T;NHS Tayside;T101H;Ninewells Hospital;955;12;99;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43212;17;4;2018;0;21;960;12;943;0;0;T;NHS Tayside;T101H;Ninewells Hospital;981;21;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43219;18;4;2018;0;11;950;21;960;0;0;T;NHS Tayside;T101H;Ninewells Hospital;961;11;99;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43226;19;5;2018;1;30;986;11;950;1;0;T;NHS Tayside;T101H;Ninewells Hospital;1016;30;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43233;20;5;2018;1;28;1046;30;986;0;1;T;NHS Tayside;T101H;Ninewells Hospital;1074;28;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43240;21;5;2018;1;31;972;28;1046;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1003;31;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43247;22;5;2018;1;34;1000;31;972;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1034;34;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43254;23;6;2018;1;36;1062;34;1000;1;1;T;NHS Tayside;T101H;Ninewells Hospital;1098;36;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43261;24;6;2018;1;32;1025;36;1062;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1057;32;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43268;25;6;2018;1;31;956;32;1025;0;0;T;NHS Tayside;T101H;Ninewells Hospital;987;31;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43275;26;6;2018;1;17;963;31;956;0;0;T;NHS Tayside;T101H;Ninewells Hospital;980;17;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43282;27;7;2018;2;52;1018;17;963;1;0;T;NHS Tayside;T101H;Ninewells Hospital;1070;52;95;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43289;28;7;2018;2;31;984;52;1018;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1015;31;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43296;29;7;2018;2;20;913;31;984;0;0;T;NHS Tayside;T101H;Ninewells Hospital;933;20;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43303;30;7;2018;2;24;986;20;913;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1010;24;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43310;31;7;2018;2;21;966;24;986;0;0;T;NHS Tayside;T101H;Ninewells Hospital;987;21;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43317;32;8;2018;2;35;915;21;966;1;0;T;NHS Tayside;T101H;Ninewells Hospital;950;35;96;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43324;33;8;2018;2;33;924;35;915;0;1;T;NHS Tayside;T101H;Ninewells Hospital;957;33;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43331;34;8;2018;2;76;948;33;924;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1024;76;93;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43338;35;8;2018;2;21;984;76;948;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1005;21;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43345;36;9;2018;3;47;950;21;984;1;0;T;NHS Tayside;T101H;Ninewells Hospital;997;47;95;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43352;37;9;2018;3;33;983;47;950;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1016;33;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43359;38;9;2018;3;19;972;33;983;0;0;T;NHS Tayside;T101H;Ninewells Hospital;991;19;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43366;39;9;2018;3;47;976;19;972;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1023;47;95;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43373;40;9;2018;3;24;987;47;976;1;0;T;NHS Tayside;T101H;Ninewells Hospital;1011;24;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43380;41;10;2018;3;34;938;24;987;0;0;T;NHS Tayside;T101H;Ninewells Hospital;972;34;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43387;42;10;2018;3;14;835;34;938;0;0;T;NHS Tayside;T101H;Ninewells Hospital;849;14;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43394;43;10;2018;3;7;895;14;835;0;0;T;NHS Tayside;T101H;Ninewells Hospital;902;7;99;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43401;44;10;2018;3;15;900;7;895;0;0;T;NHS Tayside;T101H;Ninewells Hospital;915;15;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43408;45;11;2018;0;41;944;15;900;1;0;T;NHS Tayside;T101H;Ninewells Hospital;985;41;96;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43415;46;11;2018;0;82;929;41;944;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1011;80;92;2;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43422;47;11;2018;0;47;947;82;929;0;0;T;NHS Tayside;T101H;Ninewells Hospital;994;47;95;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43429;48;11;2018;0;6;924;47;947;0;0;T;NHS Tayside;T101H;Ninewells Hospital;930;6;99;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43436;49;12;2018;0;19;931;6;924;1;1;T;NHS Tayside;T101H;Ninewells Hospital;950;19;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43443;50;12;2018;0;38;889;19;931;0;0;T;NHS Tayside;T101H;Ninewells Hospital;927;37;96;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43450;51;12;2018;0;49;917;38;889;0;0;T;NHS Tayside;T101H;Ninewells Hospital;966;48;95;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43457;52;12;2018;0;32;863;49;917;0;0;T;NHS Tayside;T101H;Ninewells Hospital;895;32;96;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43464;53;12;2018;0;44;868;32;863;0;1;T;NHS Tayside;T101H;Ninewells Hospital;912;44;95;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43471;2;1;2019;0;41;869;44;868;1;1;T;NHS Tayside;T101H;Ninewells Hospital;910;41;96;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43478;3;1;2019;0;36;839;41;869;0;0;T;NHS Tayside;T101H;Ninewells Hospital;875;36;96;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43485;4;1;2019;0;23;877;36;839;0;0;T;NHS Tayside;T101H;Ninewells Hospital;900;23;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43492;5;1;2019;0;32;899;23;877;0;0;T;NHS Tayside;T101H;Ninewells Hospital;931;32;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43499;6;2;2019;0;39;910;32;899;1;0;T;NHS Tayside;T101H;Ninewells Hospital;949;39;96;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43506;7;2;2019;0;54;945;39;910;0;0;T;NHS Tayside;T101H;Ninewells Hospital;999;54;95;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43513;8;2;2019;0;76;933;54;945;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1009;76;93;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43520;9;2;2019;0;59;873;76;933;0;0;T;NHS Tayside;T101H;Ninewells Hospital;932;59;94;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43527;10;3;2019;0;47;993;59;873;1;0;T;NHS Tayside;T101H;Ninewells Hospital;1040;47;96;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43534;11;3;2019;0;38;955;47;993;0;0;T;NHS Tayside;T101H;Ninewells Hospital;993;36;96;2;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43541;12;3;2019;0;69;965;38;955;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1034;68;93;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43548;13;3;2019;0;24;983;69;965;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1007;24;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43555;14;3;2019;0;90;918;24;983;1;0;T;NHS Tayside;T101H;Ninewells Hospital;1008;90;91;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43562;15;4;2019;0;24;919;90;918;0;0;T;NHS Tayside;T101H;Ninewells Hospital;943;24;98;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43569;16;4;2019;0;33;898;24;919;0;0;T;NHS Tayside;T101H;Ninewells Hospital;931;33;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43576;17;4;2019;0;76;973;33;898;0;1;T;NHS Tayside;T101H;Ninewells Hospital;1049;76;93;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43583;18;4;2019;0;65;994;76;973;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1059;65;94;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43590;19;5;2019;1;50;934;65;994;1;0;T;NHS Tayside;T101H;Ninewells Hospital;984;48;95;1;100;1;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43597;20;5;2019;1;40;952;50;934;0;1;T;NHS Tayside;T101H;Ninewells Hospital;992;40;96;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43604;21;5;2019;1;53;960;40;952;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1013;53;95;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43611;22;5;2019;1;75;916;53;960;0;0;T;NHS Tayside;T101H;Ninewells Hospital;991;74;93;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43618;23;6;2019;1;54;959;75;916;1;1;T;NHS Tayside;T101H;Ninewells Hospital;1013;54;95;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43625;24;6;2019;1;44;979;54;959;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1023;44;96;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43632;25;6;2019;1;71;976;44;979;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1047;70;93;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43639;26;6;2019;1;66;1041;71;976;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1107;64;94;2;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43646;27;6;2019;1;108;914;66;1041;1;0;T;NHS Tayside;T101H;Ninewells Hospital;1022;104;90;4;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43653;28;7;2019;2;58;914;108;914;0;0;T;NHS Tayside;T101H;Ninewells Hospital;972;57;94;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43660;29;7;2019;2;14;999;58;914;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1013;14;99;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43667;30;7;2019;2;52;976;14;999;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1028;50;95;1;100;1;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43674;31;7;2019;2;89;1024;52;976;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1113;89;92;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43681;32;8;2019;2;55;994;89;1024;1;0;T;NHS Tayside;T101H;Ninewells Hospital;1049;54;95;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43688;33;8;2019;2;43;954;55;994;0;1;T;NHS Tayside;T101H;Ninewells Hospital;997;43;96;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43695;34;8;2019;2;24;978;43;954;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1002;23;98;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43702;35;8;2019;2;45;1062;24;978;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1107;44;96;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43709;36;9;2019;3;34;981;45;1062;1;0;T;NHS Tayside;T101H;Ninewells Hospital;1015;34;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43716;37;9;2019;3;34;1003;34;981;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1037;34;97;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43723;38;9;2019;3;80;1055;34;1003;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1135;79;93;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43730;39;9;2019;3;68;1118;80;1055;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1186;64;95;4;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43737;40;9;2019;3;99;1021;68;1118;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1120;98;91;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43744;41;10;2019;3;45;950;99;1021;1;0;T;NHS Tayside;T101H;Ninewells Hospital;995;45;96;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43751;42;10;2019;3;91;973;45;950;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1064;90;92;1;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43758;43;10;2019;3;46;932;91;973;0;0;T;NHS Tayside;T101H;Ninewells Hospital;978;46;95;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
43765;44;10;2019;3;40;964;46;932;0;0;T;NHS Tayside;T101H;Ninewells Hospital;1004;40;96;0;100;0;100;ISD A&E Datamart;1974;862;30;Ninewells Hospital
